,1,2,3,4,5,6,7,8,9,10
46,-0.89481313,-1.741493955,-1.05225574,1.436602786,-0.576207386,-0.789198572,-0.738583864,-0.659159981,-1.674496859,-1.402438015
47,-2.420294429,-1.062329628,0.237372262,0.000957369,0.065253181,0.214587383,-2.359908037,0.093581618,-1.25103852,-1.373602757
48,-1.367524105,-0.030280052,0.940489321,-0.642436751,1.040179246,1.135717719,-1.284489601,1.204510758,-0.371949286,-0.217299766
49,-1.082922256,0.429213588,-0.236223669,0.641817816,-0.331660557,-0.312940646,-1.38113867,-0.452041703,0.673334182,0.379258437
50,1.394072226,-1.076741944,-0.192465982,-0.871187651,0.420851997,-0.250807714,1.56379427,0.822299786,-1.092415554,-0.830586266
51,-1.211411067,-0.258866912,-0.58164685,-1.260420628,0.464574793,-0.593509947,-1.446130975,0.23971553,0.104085161,-0.168615252
52,-1.070240908,0.804222698,-0.156735508,2.010390011,-0.88710443,-0.19928324,-1.062045317,-1.079568634,0.580473357,0.564092951
53,-0.977936232,-0.26721735,0.483337822,-0.400332733,0.449880415,0.791419288,-1.506468341,0.32825367,-0.005003888,-0.428369641
54,0.399593953,-0.151574804,-2.557934056,0.160806841,0.076525068,-2.690378228,0.365607323,-0.484582157,-0.368043772,-0.381438042
55,-0.297204166,-1.294274024,-0.885180013,-0.187496526,-0.49356,-0.478555822,-0.067279835,-0.56559093,-0.78463806,-0.573610653
56,-0.115412964,-0.350744607,0.044697376,-0.897756316,0.890873502,0.016350466,-0.115743587,0.986582107,0.022182604,-0.244075613
57,-1.151185165,-2.612302705,1.14125019,-0.867135525,0.383583258,0.236438013,-1.252740032,0.393268933,-2.566048524,-3.113054312
58,-0.437030164,0.34748881,-1.230179038,0.571078139,0.060061213,-1.293960201,-0.240160848,0.391753413,0.715946159,0.104506216
59,-0.225523994,1.34972614,1.350299734,-0.386653322,0.865989542,0.966023982,-0.170476232,0.369712643,1.287964389,1.337094755
60,1.747233599,-1.410246144,-0.378241525,-0.345820667,0.380062465,-0.428015637,1.131435176,0.751245988,-1.555372202,-1.289291233
61,0.188994673,1.323298204,-2.264588592,-0.914978611,-0.478964164,-2.333856468,0.021583434,-0.833222078,1.347386697,1.058792509
62,1.047184498,0.923948418,-0.114150141,0.405802443,0.288451808,-0.196418073,0.869748255,0.241360073,1.049097884,0.961719232
63,-0.434788492,0.358755633,-0.388244944,2.128746291,1.409604679,-0.110704819,-0.291608547,1.4289635,0.546204087,0.358637265
64,-0.105434278,0.700428367,2.092851878,-0.136971796,-0.930489423,1.847023212,-0.182344764,-1.028372274,0.891294704,0.892820416
65,0.327497234,1.303013081,-1.409402361,-0.144125945,-0.716414024,-1.147096389,0.048256268,-0.287572016,1.318289732,1.334567155
66,0.103614186,-1.495718557,-1.174893556,2.613999088,-0.689307399,-1.286579169,0.163001333,-0.681586748,-1.5631739,-1.743337096
67,-0.751652636,0.636280961,-1.157644158,0.614679924,1.021391114,-0.772745257,-0.867040817,0.538783582,0.37543401,0.733455933
68,0.668272492,-0.809535482,-0.908124573,1.512289393,0.095117432,-1.029742864,0.682531913,0.258353299,-0.767768335,-0.586851919
69,1.184668545,0.637032934,-0.539274587,-0.055100993,-1.135925788,-0.277432909,1.100610149,-0.966054903,0.822300372,0.748124009
70,-0.170506254,-1.158087267,1.104599137,0.6342381,1.259683355,1.177847542,-0.394642002,2.058190962,-0.933117109,-0.852683484
71,0.964930776,-0.434445938,-0.87960286,-0.69483823,1.226374046,-0.8061552,0.616479255,1.625687492,-0.291561408,-0.693383251
72,0.457278649,0.115698625,1.01404235,-1.135007718,-0.263370582,1.146317523,1.254057991,-0.393231165,-0.003082588,0.260594612
73,1.306425181,-1.610841009,-1.026620689,1.241572789,-0.156759532,-1.275140198,1.219659318,0.291972297,-1.971381713,-0.933085181
74,-2.449095534,-1.033948018,1.599533626,0.47407077,0.151325927,1.731560198,-2.549714134,-0.457411095,-1.126567352,-0.944533277
75,-0.542173166,-0.475496217,0.106402612,-1.308228192,2.173184754,0.084548569,-0.120868922,2.023684938,-0.676477829,-0.763278933
76,0.564561217,-0.190480765,-0.91693439,-0.975813606,2.212302689,-0.839033398,0.594243018,2.343461633,-0.625270065,-0.25570723
77,0.073930683,1.818594561,-1.581530998,-0.774363409,0.552936493,-1.88041398,-0.161665312,0.706200496,1.796946309,1.676878466
78,0.10606139,3.927528041,-0.255125599,0.854137315,-0.364806532,0.099045947,-0.033652378,-0.247270998,3.915891216,3.933913881
79,0.131101737,-0.697613896,1.335649462,-0.151038858,0.442937851,1.561437829,0.065297081,0.502676714,-0.534817151,-0.308417143
80,0.941571221,0.533363953,0.356266193,-0.010115319,1.415753172,0.513558432,1.221159257,1.465041325,0.596778342,0.495431747
81,0.566105533,0.456487352,0.194788105,-0.655053757,-0.565230094,-0.306027928,0.429753732,-0.735327144,0.405791211,0.991483485
82,3.176873119,0.959532542,-0.975339835,-1.116742103,-1.104376345,-0.773124738,3.163407621,-0.902772138,1.135764514,0.663472916
83,-0.898755175,-1.366632361,0.451401732,-1.587221809,-0.73278883,0.588783344,-1.165513982,-0.841544966,-1.934881344,-1.125343589
84,-0.514562627,-0.611876053,-0.031598667,0.234127888,0.271936281,-0.232923772,-0.565229316,0.353401525,-0.613585102,-0.762628107
85,1.230769353,1.288306161,0.851813508,-1.529180607,-1.551714992,1.144487367,1.391789647,-1.182310412,1.540053734,1.030269823
86,0.297292917,0.344791201,-0.39810336,0.429404057,-0.285944649,-0.363970181,0.556075872,-0.211709029,0.523077012,0.512852077
87,-2.228437001,0.066558785,0.489964761,1.867925846,2.0704378,0.429768367,-2.643224986,2.129358699,0.127834783,-0.27133434
88,-0.245383227,0.762302108,0.129015475,0.627075914,-1.06223474,-0.039412276,-0.570187491,-1.074712504,0.487566777,0.831497726
89,-1.49950345,0.545154193,0.400823267,-1.946230386,0.505031784,0.049256093,-0.973614118,0.617879271,0.21048129,0.480143775
90,-0.910489138,-0.219696285,0.408055383,-0.603145411,-0.361132594,0.236917456,-1.260522005,-0.352669314,-0.414140548,-0.809758846
91,0.564024524,-1.056616564,1.391950054,-1.761267673,-0.911633128,1.652850084,0.432221563,-1.393883501,-1.187272828,-1.214316954
92,0.658339264,-1.579465835,0.457705976,-0.183268092,-0.685483896,0.422111338,0.816827642,-0.896679237,-1.489429353,-1.148255723
93,0.106431315,-0.318236084,0.433712973,0.571825929,0.567106029,0.599353201,-0.17102547,1.008911452,-0.181901052,0.051987116
94,0.081576965,-0.302334871,-0.726916388,0.180335113,-0.520208734,-0.613072964,-0.223969204,-0.183090174,-0.273400585,-0.359445344
95,0.398092081,-0.916935074,-0.082650135,-1.939690806,1.407994363,0.109675459,0.324646028,1.156977821,-1.430339182,-0.964263928
96,1.512406493,0.52649312,-0.266930833,0.862284048,0.083803066,-0.265569776,1.628828208,0.320715771,1.069391874,0.589333402
97,-1.872338897,-0.962791017,0.080066829,0.128726442,-0.47912034,0.043806072,-1.857868486,0.059288358,-1.059709571,-1.001129358
98,-0.640280504,0.745973801,-0.622547063,0.936289315,0.750018377,-0.402553236,-0.713440209,0.525849458,0.889669162,0.751403371
99,-0.056715028,2.300674513,0.569497467,1.489409681,1.264250283,0.607399291,-0.457216068,0.975778151,2.014737408,2.277687695
100,-0.761837213,-0.331616898,-1.75131543,0.628894111,0.282501864,-2.224250338,-0.872940004,0.411387544,0.14867117,-0.587929863
101,-1.33813943,-0.50060685,0.12164503,1.708323474,-0.970999448,0.151715537,-1.602466342,-0.777590554,-0.289690803,0.265297916
102,-0.619332343,-0.726708132,1.221655417,0.503699288,-1.387874077,1.184738723,-0.73049148,-1.845272935,-0.49869288,-0.518174153
103,0.20485142,0.603705216,0.545680309,0.235477019,0.111834994,0.906770849,0.115341753,0.255658063,0.81213868,0.281038427
104,-1.25150375,-2.949343498,0.634634161,0.124157016,1.29762249,0.435989254,-1.400298021,1.422410941,-3.033072594,-2.83564446
105,-1.686933411,1.089539047,2.06088174,-0.241235326,-0.94787218,1.693983005,-1.723056918,-0.90652461,0.641330555,0.686453469
106,0.676294029,-0.653356162,-0.652295298,0.528827604,0.357793249,-0.883638776,0.615159354,0.238286416,-0.881799548,-0.8937588
107,0.18864936,0.869416879,-0.050667448,-0.716364575,-0.103258721,-0.384841333,-0.07453763,0.390195045,0.484489841,0.69063533
108,-1.141036579,-0.500776901,-0.38930137,-0.47385053,0.128664304,-0.393794274,-1.386190184,0.185218336,-0.312357023,-0.661019703
109,0.153694305,0.444790058,0.128531667,0.252529866,-0.940638663,0.130844881,0.193054692,-0.985818105,0.483657521,0.495383642
110,1.002145448,-0.525414984,-0.887400936,1.831313603,-0.923029332,-0.800613746,0.773159516,-0.808476788,-0.659984617,-0.776459989
111,0.700537687,-0.892151198,2.300740003,-0.817765299,0.513759632,2.295907151,0.262999998,0.193021719,-0.856381885,-0.876499
112,0.623586943,1.489205927,1.940478671,0.543237129,0.506190912,2.092364343,1.002848236,0.930339149,1.326477675,1.343654181
113,1.662014491,-1.1892025,0.093597449,-0.539163905,-1.437395604,0.422908122,1.443457814,-1.473546376,-1.309379532,-1.412219453
114,0.187937386,-0.450454457,-0.516878232,-0.095635668,0.316423805,-0.468781514,0.345694874,0.56122114,-0.913311724,-0.203134352
115,0.603334657,-1.494591464,-0.110894079,0.241289404,-0.582645109,-0.193988676,0.335042148,-0.549451369,-1.71440778,-1.130481477
116,-0.241112652,0.236360537,0.124720725,1.04632598,-0.273091856,0.562473714,-0.425525784,-0.598238462,0.018814322,-0.07566017
117,-0.53483402,-0.306563305,-0.162242665,-1.083232196,0.708401493,0.243684618,-0.4475914,0.572994547,-0.104162034,-0.150765588
118,1.52074304,0.290343183,-0.68306633,-0.950312866,0.400709936,-0.847153633,1.340100322,0.275936164,0.375537991,0.332273757
119,-0.126071684,0.398204888,0.141638473,-0.264141422,-0.452212074,0.079274489,-0.101212177,-0.665652614,0.667447443,0.271237238
120,0.758201973,-0.515583498,-0.591202322,0.896745784,-0.971437524,-0.786828658,0.78076786,-0.738777188,-0.684350777,-0.864430786
121,1.840809913,0.153881232,-0.274083943,-1.78492569,0.981006686,-0.353343346,1.679895914,0.987903458,-0.064753841,0.439882061
122,-0.87371714,-1.01563442,-0.411243537,1.465621168,-1.006219062,-0.149531744,-0.795291844,-1.042511693,-0.827187695,-0.990739324
123,-0.902147762,0.752769143,-0.490508527,-0.52467221,-0.699195861,-0.76313826,-0.985312844,-1.058286988,0.782704358,0.35285344
124,0.352360939,0.068102598,-0.930341707,0.84539956,0.016472382,-0.983851991,0.282497632,-0.439511465,-0.163291876,-0.310272703
125,0.844962955,1.850833948,0.022074241,-1.369179022,0.887203523,-0.571733421,0.752034339,0.965080185,1.694601897,1.990434905
126,0.014331182,-0.074154705,-0.048564788,1.235021453,-0.433294924,-0.187270978,-0.234445666,-0.367548742,0.106481474,-0.235174549
127,1.391035456,0.820210741,-0.247423465,0.302270746,0.543980361,0.129590514,1.205870669,0.566687776,0.933262878,0.613222996
128,-0.942368504,-1.266382812,0.937249545,-0.720102245,-1.593951538,0.724052918,-1.230601994,-1.09170755,-1.37144766,-1.120734937
129,-0.375497816,-0.958703834,0.7943364,-1.605107836,0.543710253,0.54387503,-0.348539585,1.074054162,-0.859255841,-0.917172331
130,0.925166364,-1.469628604,-0.399592346,1.417342644,-0.897608668,-0.174511202,1.120238143,-0.858184412,-1.635142853,-1.669856188
131,1.844805016,1.25316821,-1.490932417,-0.027733925,1.375235961,-1.363464972,1.983712231,1.665637312,1.335091784,1.361527682
132,-0.02520817,-0.667880179,-2.868017529,0.210688543,1.287155308,-2.472936311,-0.216654582,1.410023127,-0.775060702,-0.701757815
133,-0.574305988,0.495326647,0.39604959,0.58879819,-1.28175713,0.52043475,-0.53949133,-1.317130235,-0.044609867,0.368680779
134,2.029922613,-0.501944516,-0.159284566,-1.496216296,0.011447714,-0.130275617,1.877414539,0.125999664,-0.532563417,-0.909341303
135,0.419445985,2.05121388,-0.368765333,-1.689254678,0.147681161,-0.327504402,0.325024995,0.111576317,2.041757059,1.440870369
136,-0.180998392,0.158059054,-0.396615422,-0.40023663,-0.824895666,-0.639751979,-0.209475679,-1.064657774,0.31468072,0.382840685
137,-0.244440446,1.219457428,-0.433630492,0.861183873,-0.334503693,-0.7953551,-0.392500362,-0.61408405,1.36937785,1.342121956
138,0.159559959,-0.984164476,0.754084974,-0.284391662,0.32479753,0.957911001,0.29196619,0.230616212,-0.912325708,-0.984803005
139,-0.885424602,-1.280893483,0.196109935,0.954644156,-0.800971332,-0.280807798,-0.494908822,-0.616823536,-1.228092074,-1.346908825
140,0.015851473,1.087553293,-0.63124282,-0.022689325,0.685879242,-0.590057689,0.191928507,0.736577181,1.175175358,0.831749715
141,0.519179208,0.182701892,0.204647381,-0.265986356,-0.000227289,-0.045652337,0.880456921,0.032446681,0.115887001,0.006131447
142,1.239452316,-0.819715256,-0.260388907,0.519140257,0.143091645,-0.460480696,1.207448806,0.324056867,-0.676860242,-0.689047886
143,-0.116677747,1.496744111,-1.484274375,-1.671182756,0.917173409,-1.53301634,-0.072143602,1.306278509,1.454507534,1.748778745
144,-0.758014151,2.064792403,-0.850778396,0.499450713,-0.079266366,-1.002109864,-1.237570514,-0.343219064,2.155521514,2.153486299
145,-1.403292637,1.578947913,0.000369029,0.900884914,-0.45486922,-0.204322307,-1.480301601,0.09457759,1.744612165,1.324707436
146,-0.864546645,1.129119904,0.057874413,-0.433738666,0.092697637,0.259743673,-0.730337583,-0.025307718,0.99305648,1.191546544
147,-1.397820145,1.45782265,-0.176756916,-0.2542403,-1.263437496,-0.32818512,-1.643425194,-1.263879472,1.547863483,1.770269135
148,0.452262741,-0.840117409,-0.502678071,0.513392587,1.641653005,-0.538716233,0.312738523,1.341898875,-1.231543707,-0.871261595
149,0.580790036,-1.707340269,-0.178355431,-0.828459954,1.286311685,-0.085112847,0.861695206,1.221141809,-1.514736439,-1.85506966
150,-0.406452362,0.156632047,0.05210668,0.955813177,0.743191501,0.339970905,-1.125103758,0.811843025,0.776245354,0.101383563
151,-0.486323084,1.920467274,-0.652749023,-0.173303777,-0.360410082,-1.043648905,-0.256685181,0.013069073,1.771474695,1.671942479
152,-0.380413977,-1.298139805,0.527919008,-0.093100276,0.401184681,0.381900906,-0.291500516,-0.026188453,-0.901355029,-1.73853345
153,-0.10258338,0.030869098,2.61610051,-0.785577945,-0.506998121,2.495660868,0.001980847,-0.420674794,0.49443357,0.16845312
154,-2.018205716,-0.676853138,2.666743677,1.451456147,0.634628855,2.690117063,-2.5454954,0.387768072,-0.899202387,-0.668165873
155,-0.502826864,0.512931659,1.756779371,-0.974310801,0.680397048,1.901801483,-0.543386504,0.765526896,0.448689465,0.62488963
156,0.955798726,1.501535478,-0.756265648,0.473504604,1.713743448,-0.410568835,0.851632927,1.573349021,1.636614519,1.191492584
157,-1.14769922,0.00290322,-1.10057036,-0.297531782,0.502409078,-1.0990623,-1.298164603,0.922233539,-0.08197005,0.461431809
158,-0.000987419,-0.674560278,0.297958279,1.465573139,-0.303628594,0.480324806,0.056816901,-0.103414174,-0.791573202,-0.408662807
159,-0.994479885,0.189889991,-1.684029572,-0.458380742,0.543405908,-1.963885106,-0.967138996,1.026557158,0.355914494,0.744491134
160,-1.187264257,-0.412641693,1.177125345,-0.313704165,1.579031619,1.032597254,-1.16100076,1.670152727,-0.503196262,-0.626205978
161,0.375388236,-1.568138819,-0.900886519,0.652345519,0.871600314,-0.818416192,0.268620135,0.89124242,-1.237794671,-1.52104176
162,0.26821617,0.94768122,0.147267588,-1.772455463,0.592419611,-0.0778096,0.375071217,0.7391855,0.855487479,1.135285779
163,0.090325474,0.651121454,-0.081194696,0.801897603,0.139845227,-0.253293148,-0.070584525,-0.364646878,0.92435808,0.80064839
164,-0.501002762,-0.128302559,0.414605966,0.604577786,2.134094753,0.380958791,-0.347611505,2.069561292,0.092090558,-0.209644381
165,0.941187837,-0.931456796,-0.124667539,0.200696291,0.180256286,-0.461853356,0.890439605,0.08566495,-0.81003679,-0.928691169
166,-0.320370097,-1.596128031,-1.281698984,1.502585747,0.653538002,-1.19299543,-0.112608145,0.574474267,-1.341638062,-1.928579758
167,-0.319536626,0.955094011,0.261995955,0.160792901,-0.571680642,0.209408757,-0.409155942,-0.387406626,0.802565132,1.056774565
168,0.351660059,1.114980061,1.183268257,1.060941064,0.51071263,0.872113316,0.210396317,0.673018249,0.905469397,1.469550671
169,-0.938783998,-0.546496141,0.590029971,1.482185236,0.102118104,0.406316857,-1.198082228,0.238142616,-0.704174002,-0.655846122
170,0.265438049,0.003193074,-2.5950115,-1.555569332,1.102995958,-2.675440642,0.267542878,1.527071767,0.18332744,-0.541692147
171,0.554736504,-1.289011636,0.385241648,-1.717291726,-1.018353129,0.70529481,0.29166696,-1.321119297,-1.106769711,-1.224410884
172,0.051635317,0.50329871,-0.543186231,-0.506678417,0.729652833,-0.430034104,0.102531099,0.976545583,0.410607705,0.589500512
173,0.434273363,-1.133673606,1.423953338,0.266351537,-0.854264393,1.780472525,-0.038102455,-0.76574045,-1.826616698,-1.24392298
174,-0.550596561,-0.619109859,1.038933389,-0.910610825,0.529952567,1.000796199,-0.016936762,0.801701298,-0.654296443,-0.577521923
175,-0.008471436,-1.129038249,0.569854191,-0.863391622,-1.35614427,0.557595669,-0.311597033,-1.682845945,-1.199068508,-1.034766178
176,-0.057151557,-0.108621122,1.652384092,-1.350928078,-0.546096737,1.377060006,0.021705727,-0.469740627,-0.082026748,-0.397365252
177,0.991400184,2.200997386,0.427899791,0.290468283,0.611953096,0.826041568,1.137709348,1.101691291,2.550337811,2.11713118
178,-0.512450984,-0.724230691,1.692881896,-0.29933912,1.571727194,1.508606121,-0.707024385,1.485954063,-0.777050893,-0.691952947
179,0.461444067,-0.673829701,-1.14103626,-1.228917976,-1.159282464,-1.000011516,-0.034490313,-1.42710617,-0.926125563,-0.943094233
180,-0.320829018,1.088347583,-0.906203145,-0.464152062,-0.513378373,-0.54999161,-0.087121583,-0.767675204,1.276891451,1.034444837
181,1.617837675,-0.816650606,0.244719605,-1.311094227,0.388406495,0.426291458,1.676199197,0.175722423,-0.647621897,-0.975561041
182,1.59237371,0.870399037,0.335249325,0.648959907,-0.183151791,0.331414416,1.784202089,-0.572286534,1.299333007,0.826747041
183,0.50024127,1.368826395,0.895091842,0.647293372,-0.567878708,0.790566436,0.503308675,-0.451138225,1.741077087,1.00937942
184,-0.579517447,-0.751448573,1.075519176,-0.62114236,1.878555717,0.937679024,-0.429648597,2.110559372,-0.321507913,-0.695407765
185,1.260239931,0.310050973,0.106402292,0.248012997,-1.393839592,-0.0167305,1.049147984,-0.997717427,0.159896018,0.344116942
186,-0.669436307,-0.566791474,-0.381778903,-0.946546907,-1.065103,-0.043570245,-0.504972203,-1.278159973,-0.500992661,-0.487037173
187,-1.331826181,-0.986453191,-0.378391147,0.764711975,0.060359416,-0.285283723,-1.118720522,0.006955529,-0.891861962,-1.066613286
188,0.618509999,-0.48492102,-0.28053024,0.406962904,1.025187787,-0.284835781,0.510736076,1.06425944,-0.579838787,-0.704769656
189,0.254751681,0.087523991,0.070698354,-0.573152603,1.228925973,0.193043188,0.123288705,1.202906188,0.031594608,-0.046826731
190,-0.962201893,1.525556755,0.827282589,0.91247047,-0.127292343,0.32356623,-1.227852171,-0.569309629,1.621944381,1.071495896
191,0.634316641,-1.530898428,-1.290701493,-0.526228341,-1.13223396,-1.510122768,-0.012197669,-1.372033082,-1.628313707,-1.529611229
192,-0.499797127,-0.728463087,-0.58314417,0.329290657,-0.826860798,-0.831316661,-0.167791543,-0.695083247,-0.759046068,-0.798256765
193,-0.536867983,-0.562980134,0.9184048,-0.079399378,-0.278624683,0.95298712,0.051951522,-0.484671155,-0.25516296,-0.598934603
194,-0.130459539,-1.396997614,-0.244713889,0.830253911,0.240821202,-0.107006933,0.409112998,0.147548304,-1.088572954,-1.272801353
195,-0.915697123,-2.225279964,-0.663067012,-0.321194764,0.498388165,-0.736548722,-1.265399925,0.791360285,-1.793403708,-1.904497599
196,0.380338976,-1.067035325,0.255452172,2.111287185,-0.634189962,0.384741734,0.662417652,-1.377974168,-1.48924565,-1.155061618
197,1.368755768,-0.970649489,0.654245334,-1.171895219,-0.003159872,0.680303651,1.289433923,0.028333749,-0.8551854,-1.362673732
198,-0.745604825,1.598290886,-0.913399998,2.402912088,-0.589360262,-0.896037601,-0.678916978,-0.912608256,1.192925711,1.797461067
199,0.107657442,-0.139297516,-1.159925725,0.618964782,1.37389047,-0.874830071,0.294931391,1.442743336,-0.163959572,0.037075779
200,-0.983504717,0.930943764,-0.811675639,-1.830156265,-0.138730146,-1.201241421,-1.053184587,-0.188568308,1.210379146,0.519596575
201,0.334088351,0.488674994,-0.178098226,2.122314703,0.061191949,-0.106237868,0.502239755,0.151350715,-0.205615055,0.679250703
202,0.884110821,-0.608505836,-0.072051676,0.544066287,0.323885545,-0.026649128,1.005530329,0.088085455,-0.676713014,-0.426285005
203,-1.683325175,0.526860435,1.858791216,-0.548419452,-0.279397288,1.977301976,-1.286094621,0.014488511,0.422675928,0.68292369
204,-0.021298986,-0.287990237,0.089174599,0.522857735,0.572796449,-0.099395444,-0.225341619,0.746448989,-0.510460253,-0.52723117
205,-1.760371691,1.128179405,1.568606197,-0.342277145,-0.009813003,1.382707681,-1.853603787,-0.169440467,1.169330065,1.138157045
206,0.05307177,-0.041943446,-1.694312491,-0.362380844,1.127452618,-1.627183668,0.260037631,1.147482755,-0.291603915,-0.040966433
